month,brand_name,region_name,target_value_inr
2026-05,GlucoJoy,North,2348000
2026-05,GlucoJoy,South,2195000
2026-05,GlucoJoy,East,2290000
2026-05,GlucoJoy,West,1515000
2026-05,CremeDelight,North,2248000
2026-05,CremeDelight,South,1772000
2026-05,CremeDelight,East,2115000
2026-05,CremeDelight,West,1412000
2026-05,Marigold Marie,North,2027000
2026-05,Marigold Marie,South,1861000
2026-05,Marigold Marie,East,2329000
2026-05,Marigold Marie,West,1391000
2026-05,Crunchos,North,1412000
2026-05,Crunchos,South,1284000
2026-05,Crunchos,East,1386000
2026-05,Crunchos,West,900000
2026-05,Namkeen Nation,North,2768000
2026-05,Namkeen Nation,South,2515000
2026-05,Namkeen Nation,East,2803000
2026-05,Namkeen Nation,West,1856000
2026-05,PopKing,North,1170000
2026-05,PopKing,South,1185000
2026-05,PopKing,East,1222000
2026-05,PopKing,West,867000
2026-05,Aqualite,North,2066000
2026-05,Aqualite,South,1864000
2026-05,Aqualite,East,2239000
2026-05,Aqualite,West,1708000
2026-05,Zing Cola,North,1259000
2026-05,Zing Cola,South,1124000
2026-05,Zing Cola,East,1452000
2026-05,Zing Cola,West,826000
2026-05,Chai Mitra,North,1776000
2026-05,Chai Mitra,South,1586000
2026-05,Chai Mitra,East,1883000
2026-05,Chai Mitra,West,1215000
2026-05,SparkClean,North,3078000
2026-05,SparkClean,South,2799000
2026-05,SparkClean,East,2985000
2026-05,SparkClean,West,1990000
2026-05,FreshFloor,North,1938000
2026-05,FreshFloor,South,1738000
2026-05,FreshFloor,East,2256000
2026-05,FreshFloor,West,1496000
2026-05,DishBright,North,1399000
2026-05,DishBright,South,1357000
2026-05,DishBright,East,1669000
2026-05,DishBright,West,1099000
2026-05,Silkessa,North,1445000
2026-05,Silkessa,South,1365000
2026-05,Silkessa,East,1567000
2026-05,Silkessa,West,1057000
2026-05,MintGuard,North,1225000
2026-05,MintGuard,South,1249000
2026-05,MintGuard,East,1444000
2026-05,MintGuard,West,938000
2026-05,Aloe Vera Glow,North,2073000
2026-05,Aloe Vera Glow,South,1823000
2026-05,Aloe Vera Glow,East,2088000
2026-05,Aloe Vera Glow,West,1422000
2026-06,GlucoJoy,North,2371000
2026-06,GlucoJoy,South,2177000
2026-06,GlucoJoy,East,2208000
2026-06,GlucoJoy,West,1726000
2026-06,CremeDelight,North,2086000
2026-06,CremeDelight,South,1847000
2026-06,CremeDelight,East,2046000
2026-06,CremeDelight,West,1553000
2026-06,Marigold Marie,North,2178000
2026-06,Marigold Marie,South,1923000
2026-06,Marigold Marie,East,2329000
2026-06,Marigold Marie,West,1589000
2026-06,Crunchos,North,1384000
2026-06,Crunchos,South,1232000
2026-06,Crunchos,East,1367000
2026-06,Crunchos,West,1008000
2026-06,Namkeen Nation,North,2729000
2026-06,Namkeen Nation,South,2628000
2026-06,Namkeen Nation,East,3021000
2026-06,Namkeen Nation,West,1848000
2026-06,PopKing,North,1168000
2026-06,PopKing,South,1236000
2026-06,PopKing,East,1340000
2026-06,PopKing,West,833000
2026-06,Aqualite,North,2047000
2026-06,Aqualite,South,2145000
2026-06,Aqualite,East,2307000
2026-06,Aqualite,West,1772000
2026-06,Zing Cola,North,1371000
2026-06,Zing Cola,South,1153000
2026-06,Zing Cola,East,1276000
2026-06,Zing Cola,West,959000
2026-06,Chai Mitra,North,1904000
2026-06,Chai Mitra,South,1662000
2026-06,Chai Mitra,East,1808000
2026-06,Chai Mitra,West,1249000
2026-06,SparkClean,North,2932000
2026-06,SparkClean,South,2859000
2026-06,SparkClean,East,3073000
2026-06,SparkClean,West,2155000
2026-06,FreshFloor,North,2180000
2026-06,FreshFloor,South,2077000
2026-06,FreshFloor,East,2047000
2026-06,FreshFloor,West,1477000
2026-06,DishBright,North,1491000
2026-06,DishBright,South,1411000
2026-06,DishBright,East,1584000
2026-06,DishBright,West,1094000
2026-06,Silkessa,North,1549000
2026-06,Silkessa,South,1255000
2026-06,Silkessa,East,1519000
2026-06,Silkessa,West,937000
2026-06,MintGuard,North,1425000
2026-06,MintGuard,South,1289000
2026-06,MintGuard,East,1430000
2026-06,MintGuard,West,864000
2026-06,Aloe Vera Glow,North,1978000
2026-06,Aloe Vera Glow,South,1721000
2026-06,Aloe Vera Glow,East,2013000
2026-06,Aloe Vera Glow,West,1444000
